Identifiant de l'opération;Titre de l'opération;Titre du projet lauréat;Edition;Thématique;Direction pilote de l'opération;Type de financement de l'opération;Adresse de l'opération;Arrondissement de l'opération;Longitude;Latitude;Opération en Quartier Populaire;Quartier de l'opération;Avancement de l'opération;Date de début des études de l'opération;Date de lancement des procédures de l'opération;Date de lancement des travaux de l'opération;Date prévisonnelle de livraison de l'opération;Date d'ouverture de l'opération au public;Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet;geo_shape;geo_point_2d
7513;Achat de deux fourgonnettes pour distribution de repas et espace de rencontre;Créons une oasis associative et citoyenne à Porte de Vanves !;2022;Solidarités;Direction des Solidarités;;8, Rue du Général Humbert;75014;2.307504;48.826531;;;ETUDES;2022-10;;;;;10585;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001704;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10585&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;2000000;Budget participatif d’arrondissement;;75014;Oui;LIVRAISON;2022-10;2024-03;2023-11;2023-11;;;"{""coordinates"": [2.307503999422313, 48.82653100028035], ""type"": ""Point""}";48.82653100028035, 2.307503999422313
7533;Végétalisation du collège Marx-Dormoy;Végétaliser et améliorer les lieux publics dans les quartiers;2022;Cadre de vie;Direction des Affaires Scolaires;;55, Rue Marx Dormoy;75018;2.3596975;48.8885048;;;LIVRAISON;2022-10;;2024-10;2024-11;;10577;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10577&portlet_id=158;Direction des Espaces Verts et de l’Environnement;590000;Budget participatif d’arrondissement;;75018;Oui;LIVRAISON;2022-10;2025-05;2024-02;2024-11;;;"{""coordinates"": [2.3596975001169462, 48.88850480040919], ""type"": ""Point""}";48.88850480040919, 2.3596975001169462
7574;Des équipements numériques pour Adoma Annam;Aménager et équiper les résidences sociales;2022;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;;12, Rue d'annam;75020;2.3939891;48.8665632;;;FIN;2022-11;;;;2025-10;10638;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001750;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10638&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;480000;Budget participatif d’arrondissement;;75020;Non;TRAVAUX;2022-10;2023-03;2023-04;2025-12;;;"{""coordinates"": [2.393989099895451, 48.86656320021251], ""type"": ""Point""}";48.86656320021251, 2.393989099895451
7607;Créer un observatoire du bois en haut de la butte à canon;Sublimer nos squares, parcs et jardins;2022;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;Bois de vincennes;75012;2.4404;48.831;;;ETUDES;2022-11;;;;;10610;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001730;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10610&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1960000;Budget participatif d’arrondissement;;75012;Non;LIVRAISON;2022-11;2023-01;2023-04;2023-06;;;"{""coordinates"": [2.4404000001714534, 48.830999999699046], ""type"": ""Point""}";48.830999999699046, 2.4404000001714534
7610;Création d’une mare écologique et installation de dispositifs favorisant la biodiversité;Agrandir le jardin du Chalet et favoriser la biodiversité;2022;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;14, Rue Juliette Dodu;75010;2.3691696;48.8754589;;;TRAVAUX;2022-11;2023-02;2023-05;;;10626;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001747;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10626&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1170000;Budget participatif d’arrondissement;;75010;Oui;LIVRAISON;2022-11;2023-02;2023-05;2024-12;;;"{""coordinates"": [2.3691696005162486, 48.875458899698], ""type"": ""Point""}";48.875458899698, 2.3691696005162486
7621;Un potager connecté sur le toit de l'école d’ingénieurs ECE Paris;Un coup de vert dans le 15e;2022;Environnement;Direction des Espaces Verts et de l’Environnement;Subvention;10, Rue Sextius Michel;75015;2.2885706;48.8510186;;;ETUDES;2022-11;;;;;10643;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001764;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10643&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1740000;Budget participatif d’arrondissement;;75015;Non;LIVRAISON;2022-11;2023-01;2023-03;2023-11;;;"{""coordinates"": [2.2885706001980584, 48.851018600368896], ""type"": ""Point""}";48.851018600368896, 2.2885706001980584
7664;EE Claude Vellefaux;Des cours d'écoles et de collèges végétalisées et Oasis;2022;Environnement;Direction Constructions Publiques et Architecture;;33, Avenue Claude Vellefaux;75010;2.3705465;48.8760695;;;FIN;2024-03;2024-09;2025-08;2025-11;2025-11;10463;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=000605;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10463&portlet_id=158;Direction des Affaires Scolaires;2000000;Budget participatif d’arrondissement;Mairie du 10e arrondissement;75010;Oui;FIN;2023-12;2024-03;2024-08;2024-10;2025-11;;"{""coordinates"": [2.370546499677371, 48.876069500045816], ""type"": ""Point""}";48.876069500045816, 2.370546499677371
7675;Communauté Emmaüs de Paris;#TousRécup;2017;Solidarités;;;32, Rue des Bourdonnais;75001;2.3452375;48.8600095;;;FIN;2023-04;2023-03;2022-11;2023-12;2024-06;3788;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002726;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3788&portlet_id=158;Direction de l’Attractivité et de l’Emploi;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;LIVRAISON;2018-01;2018-07;2018-07;2018-09;;;"{""coordinates"": [2.34523750057137, 48.86000949975308], ""type"": ""Point""}";48.86000949975308, 2.34523750057137
7689;Yes We Camp, Joyons;#TousRécup;2017;Solidarités;Direction de l’Attractivité et de l’Emploi;;20, Boulevard Poniatowski;75012;2.3913802;48.8296222;;;FIN;2023-04;2023-06;2023-03;2023-07;2023-12;3788;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002726;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3788&portlet_id=158;Direction de l’Attractivité et de l’Emploi;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;LIVRAISON;2018-01;2018-07;2018-07;2018-09;;;"{""coordinates"": [2.3913802005995177, 48.82962219972866], ""type"": ""Point""}";48.82962219972866, 2.3913802005995177
7714;Marquage au sol priorité piétons place République;Signaliser au sol la priorité piétons sur la place de la République;2023;Prévention et sécurité;Direction de la Voirie et des Déplacements;;12, Place de la République;75010;2.363833;48.868229;;;FIN;2023-11;;;2024-06;2024-06;11246;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000504;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11246&portlet_id=158;Direction de la Voirie et des Déplacements;10000;Budget participatif d’arrondissement;12 Place de la République;75010;Non;FIN;2023-11;;;2024-06;2024-06;;"{""coordinates"": [2.363832999469904, 48.86822899990778], ""type"": ""Point""}";48.86822899990778, 2.363832999469904
7761;Installer des corbeilles de rue pour recyclage;Diminuer les déchets, augmenter la récup’;2023;Propreté;Direction de la Propreté et de l’Eau;;Place de l'hôtel de Ville;75004;2.35088682;48.85636884;;;ETUDES;2024-02;;;;;11113;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001764;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11113&portlet_id=158;Direction de l’Attractivité et de l’Emploi;2500000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;LIVRAISON;2023-10;2024-11;2024-12;2025-02;;;"{""coordinates"": [2.350886819580072, 48.856368839838574], ""type"": ""Point""}";48.856368839838574, 2.350886819580072
7767;04-Houblonnière du Jardin des petites rigoles;Pour plus d'agriculture urbaine dans le 20e;2023;Environnement;Direction des Espaces Verts et de l’Environnement;Subvention;28, Rue de l'ermitage;75020;2.3916979;48.8708193;;;LIVRAISON;2023-12;2025-06;2025-07;2025-10;;11183;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001823;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11183&portlet_id=158;Direction des Espaces Verts et de l’Environnement;460000;Budget participatif d’arrondissement;6 place Gambetta;75020;Non;LIVRAISON;2023-10;2024-02;2024-09;2025-07;;;"{""coordinates"": [2.391697899571706, 48.87081930006168], ""type"": ""Point""}";48.87081930006168, 2.391697899571706
7786;01-Installation de ralentisseurs voitures et motos pour sécuriser la rue Philibert Delorme;Sécurisation et rénovation des rues du 17e;2023;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue Philibert Delorme;75017;2.30301683;48.88896526;;;ETUDES;2025-05;;;;;11137;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001836;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11137&portlet_id=158;Direction de la Voirie et des Déplacements;700000;Budget participatif d’arrondissement;16-20 Rue des Batignolles;75017;Non;TRAVAUX;2025-01;;2025-10;2025-12;;;"{""coordinates"": [2.3030168306304826, 48.88896526037379], ""type"": ""Point""}";48.88896526037379, 2.3030168306304826
7828;un jardin partagé/ cour oasis à l'EE Fessart;Des cours d'école plus ludiques et vertes;2023;Education et jeunesse;Direction Constructions Publiques et Architecture;;4, Rue Fessart;75019;2.3886217;48.8762057;;;TRAVAUX;2023-10;2025-03;2025-08;2025-12;2025-12;11215;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001869;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11215&portlet_id=158;Direction des Affaires Scolaires;600000;Budget participatif d’arrondissement;7 place Armand Carrel;75019;Non;TRAVAUX;2023-10;2025-01;2025-08;2025-12;;;"{""coordinates"": [2.388621700529747, 48.87620569971921], ""type"": ""Point""}";48.87620569971921, 2.388621700529747
7834;Des écoles OASIS/ Collège Robert Doisneau;Pour des écoles plus vertes !;2023;Environnement;Direction des Affaires Scolaires;;51, Rue des Panoyaux;75020;2.3880281;48.8670909;oui;;TRAVAUX;2023-10;2024-03;2025-08;2026-12;;11182;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001850;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11182&portlet_id=158;Direction des Affaires Scolaires;3140000;Budget participatif d’arrondissement;6 place Gambetta;75020;Oui;LIVRAISON;2023-10;2024-03;2024-06;2024-10;;;"{""coordinates"": [2.3880280996199645, 48.86709089955735], ""type"": ""Point""}";48.86709089955735, 2.3880280996199645
7848;01-Poursuite de la végétalisation du 18ème pour mieux vivre ensemble;Aménager nos quartiers pour favoriser le vivre ensemble;2023;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Subvention;5, Rue Ferdinand Flocon;75018;2.3458775;48.8916442;;;ETUDES;2023-10;;;;;11126;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001844;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11126&portlet_id=158;Direction des Espaces Verts et de l’Environnement;40000;Budget participatif d’arrondissement;rue Ferdinand Flocon;75018;Non;ETUDES;2023-10;;;;;;"{""coordinates"": [2.3458775000296703, 48.891644199825215], ""type"": ""Point""}";48.891644199825215, 2.3458775000296703
7864;01-Protection du passage piétons rue Vernet croisement Bassano;Réduire la vitesse des véhicules et sécuriser les passages piétons;2023;Prévention et sécurité;Direction de la Voirie et des Déplacements;;10, Rue Vernet;75008;2.3001704;48.8713962;;;(non démarré);;;;;;11125;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001784;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11125&portlet_id=158;Direction de la Voirie et des Déplacements;210000;Budget participatif d’arrondissement;;75008;Non;(non démarré);;;;;;;"{""coordinates"": [2.3001704004684966, 48.871396199602096], ""type"": ""Point""}";48.871396199602096, 2.3001704004684966
7867;04-Rénovation des trottoirs rue Guy Môquet;Des pieds d'arbres et des trottoirs embellis;2023;Culture et patrimoine;Direction de la Voirie et des Déplacements;;Rue Guy Môquet;75017;2.32601432;48.89267288;;;FIN;2024-01;;;;2024-11;11139;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001832;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11139&portlet_id=158;Direction de la Voirie et des Déplacements;420000;Budget participatif d’arrondissement;16-20 Rue des Batignolles;75017;Non;LIVRAISON;2024-01;;2025-04;2025-08;;;"{""coordinates"": [2.326014319400159, 48.89267288000825], ""type"": ""Point""}";48.89267288000825, 2.326014319400159
7892;Développement durable à l'EP Poissonniers;Faire rayonner les écoles des Quartiers Populaires;2023;Education et jeunesse;Direction Constructions Publiques et Architecture;;142, Rue des Poissonniers;75018;2.3605845;48.8855011;oui;;ETUDES;2024-04;;;2025-12;;11156;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001871;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11156&portlet_id=158;Direction des Affaires Scolaires;1960000;Budget participatif d’arrondissement;1 place Jules Joffrin;75018;Oui;TRAVAUX;2024-03;2024-08;2025-08;2025-12;;;"{""coordinates"": [2.3605845005386015, 48.88550110006973], ""type"": ""Point""}";48.88550110006973, 2.3605845005386015
7900;7702-Rénover l’aire de jeux du square Gustave Mesureur;Des espaces verts conviviaux, inclusifs et intergénérationnels;2023;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;105, Rue Jeanne d'Arc;75013;2.3627685;48.8338545;;;LIVRAISON;2023-10;2024-12;2025-04;2025-07;;11224;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001843;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11224&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1100000;Budget participatif d’arrondissement;1 Place d'italie;75013;Non;LIVRAISON;2023-10;2024-02;2024-04;2024-07;;;"{""coordinates"": [2.362768500080775, 48.83385450016873], ""type"": ""Point""}";48.83385450016873, 2.362768500080775
7915;03-Réhabilitation du trottoir rue Cambrai;Des espaces à jouer pour nos enfants et des jardins plus agréables à vivre;2023;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue de Cambrai;75019;2.37905335;48.89555816;oui;;LIVRAISON;2025-02;;;2025-06;;11158;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001865;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11158&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1500000;Budget participatif d’arrondissement;5-7 place;75019;Oui;LIVRAISON;2023-10;2025-03;2025-05;2025-06;;;"{""coordinates"": [2.3790533505882765, 48.89555816034248], ""type"": ""Point""}";48.89555816034248, 2.3790533505882765
7961;FADS - Achat de machines pour l’atelier couture upcycling et la blanchisserie du Centre Espoir;#RefabriquonsÀParis;2017;Attractivité et emploi;;;39, Rue du Chevaleret;75013;2.3773335;48.8270581;;;FIN;2023-05;2023-10;;2024-01;2024-02;3789;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002727;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3789&portlet_id=158;Direction de l’Attractivité et de l’Emploi;3000000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;LIVRAISON;2017-07;2018-09;2018-06;2018-10;;;"{""coordinates"": [2.377333500060219, 48.82705810042972], ""type"": ""Point""}";48.82705810042972, 2.377333500060219
7968;Crèche municipale des Rigoles;Équiper des crèches dans le 20e;2023;Education et jeunesse;Direction des Familles et de la Petite Enfance;;38, Rue des Rigoles;75020;2.3927407;48.8724828;;;ETUDES;2023-11;;;;;11181;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001849;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11181&portlet_id=158;Direction des Familles et de la Petite Enfance;360000;Budget participatif d’arrondissement;6 place Gambetta;75020;Non;ETUDES;2023-11;;;2025-12;;;"{""coordinates"": [2.392740700552466, 48.87248280024803], ""type"": ""Point""}";48.87248280024803, 2.392740700552466
7985;Accompagner les personnes à la rue en difficulté avec les addictions;Donner plus de moyens aux associations qui accompagnent les plus fragiles;2023;Solidarités;Direction de la Santé publique;;Place de l'hôtel de Ville;75004;2.35088682;48.85636884;;;ETUDES;2023-11;;;;;11122;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001778;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11122&portlet_id=158;Direction des Solidarités;300000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;LIVRAISON;2023-11;;;2025-07;;;"{""coordinates"": [2.350886819580072, 48.856368839838574], ""type"": ""Point""}";48.856368839838574, 2.350886819580072
7986;Une camionnette pour la solidarité alimentaire dans le 12ème;Améliorons les équipements des quartiers populaires du 12e;2023;Cadre de vie;Direction des Solidarités;;7, Place Maurice de Fontenay;75012;2.3885398;48.8448967;oui;;ETUDES;2023-11;;;;;11193;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001812;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11193&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;540000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Oui;TRAVAUX;2023-11;2025-08;2025-08;2026-03;;;"{""coordinates"": [2.3885398003121407, 48.844896699978854], ""type"": ""Point""}";48.844896699978854, 2.3885398003121407
8012;Sièges individuels en tribune et amélioration du Gymnase Didot;La balle est dans votre camp pour moderniser le Gymnase Didot !;2023;Sport;Direction de la Jeunesse et des Sports;179;18, Avenue Marc Sangnier;75014;2.3065578;48.8259879;oui;;FIN;2023-11;;2024-07;2025-08;2025-08;11045;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001065;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11045&portlet_id=158;Direction de la Jeunesse et des Sports;1570000;Budget participatif d’arrondissement;;75014;Oui;FIN;2023-11;;2024-07;2025-08;2025-08;;"{""coordinates"": [2.306557800018624, 48.82598790044956], ""type"": ""Point""}";48.82598790044956, 2.306557800018624
8030;Boite n°2 - Des boîtes à livres pour le 10e arr.;#TousRécup;2017;Solidarités;Direction de l’Attractivité et de l’Emploi;;6 Rue Boy-Zelenski;75010;2.368278;48.876982;;;FIN;2020-04;2020-07;2020-09;2022-12;2022-12;3788;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002726;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3788&portlet_id=158;Direction de l’Attractivité et de l’Emploi;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;LIVRAISON;2018-01;2018-07;2018-07;2018-09;;;"{""coordinates"": [2.368277999338001, 48.87698200038783], ""type"": ""Point""}";48.87698200038783, 2.368277999338001
8054;Création espace canin / boulevard des Batignolles;Vers plus de vert dans le 17ème !;2022;Environnement;Direction des Espaces Verts et de l’Environnement;;Avenue du Cimetière des Batignolles;75017;2.312682;48.895608;;;FIN;2024-03;2024-03;2024-05;2024-11;2024-11;10592;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001712;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10592&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1690000;Budget participatif d’arrondissement;;75017;Non;LIVRAISON;2022-01;2023-03;2023-04;2024-09;;;"{""coordinates"": [2.3126819997083032, 48.89560800001437], ""type"": ""Point""}";48.89560800001437, 2.3126819997083032
8059;Aire de jeux jardin Catherine Labouré;Réaménager et équiper les espaces verts et jardins du 7e;2023;Cadre de vie;Direction des Espaces Verts et de l’Environnement;;29 Rue de Babylone;75007;2.320508;48.85163;;;FIN;2024-03;2024-04;2024-04;2025-04;2025-04;11080;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001453;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11080&portlet_id=158;Direction des Espaces Verts et de l’Environnement;300000;Budget participatif d’arrondissement;116 Rue de Grenelle;75007;Non;LIVRAISON;2023-10;2024-02;2024-02;2025-04;;;"{""coordinates"": [2.3205080003939225, 48.851629999622055], ""type"": ""Point""}";48.851629999622055, 2.3205080003939225
8119;Améliorer le confort de vie des séniors du 7ème;Améliorer le confort de vie des séniors du 7ème;2024;Cadre de vie;Direction des Solidarités;;7 Rue Jean Nicot;75007;2.307364;48.860672;;;(non démarré);;;;;;11629;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=000221;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11629&portlet_id=158;Direction des Solidarités;350000;Budget participatif d’arrondissement;116 Rue de Grenelle;75007;Non;(non démarré);;;;;;;"{""coordinates"": [2.307364000035142, 48.86067199956342], ""type"": ""Point""}";48.86067199956342, 2.307364000035142
8126;Rendons accessible à tous l'église Saint Etienne du Mont;Rendre accessible à tous l'église Saint Etienne du Mont;2024;Culture et patrimoine;Direction des Affaires Culturelles;;Place Sainte-Geneviève;75005;2.347451;48.846727;;;PROCEDURES;2025-01;2025-07;2026-01;2026-12;;11564;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=000611;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11564&portlet_id=158;Direction des Affaires Culturelles;350000;Budget participatif d’arrondissement;Place Sainte-Geneviève;75005;Non;PROCEDURES;2025-01;2025-07;2026-01;2026-12;;;"{""coordinates"": [2.3474510004885745, 48.84672699976118], ""type"": ""Point""}";48.84672699976118, 2.3474510004885745
8178;01-Améliorer du terrain de sport du jardin Dalpayrat;Développer les équipements de plein air dans les parcs du 15e;2024;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Régie;2 Rue André Gide;75015;2.31426;48.83829;oui;;TRAVAUX;2025-01;2025-11;2025-11;2026-02;;11686;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001652;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11686&portlet_id=158;Direction des Espaces Verts et de l’Environnement;800000;Budget participatif d’arrondissement;31 Rue Péclet;75015;Oui;LIVRAISON;2024-11;2025-05;2025-05;2025-09;;;"{""coordinates"": [2.3142599996101323, 48.838290000353894], ""type"": ""Point""}";48.838290000353894, 2.3142599996101323
8219;Création d'un lieu de convivialité;Ouvrir le stade Didot sur le quartier;2024;Sport;Direction de la Jeunesse et des Sports;;18 Avenue Marc Sangnier;75014;2.306569;48.825984;;;ETUDES;2025-01;;2026-10;2027-08;;11673;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001632;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11673&portlet_id=158;Direction de la Jeunesse et des Sports;1500000;Budget participatif d’arrondissement;18 Avenue Marc Sangnier;75014;Oui;ETUDES;2025-01;;2026-10;2027-08;;;"{""coordinates"": [2.3065689996312853, 48.8259840000236], ""type"": ""Point""}";48.8259840000236, 2.3065689996312853
8228;Un lieu de vie pour le Golf;Toujours plus de sport dans le 13e;2024;Sport;Direction de la Jeunesse et des Sports;;81 Boulevard Masséna;75013;2.368248;48.820839;;;ETUDES;2024-11;;;;;11571;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=000770;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11571&portlet_id=158;Direction de la Jeunesse et des Sports;2750000;Budget participatif d’arrondissement;81 Boulevard Masséna;75013;Oui;LIVRAISON;2024-11;;;2025-06;;;"{""coordinates"": [2.3682479994763717, 48.82083899977232], ""type"": ""Point""}";48.82083899977232, 2.3682479994763717
8234;Zéro mégot rue Amelot;Promouvoir l’économie circulaire et la réduction des déchets;2024;Environnement;Direction de la Propreté et de l’Eau;;rue Amelot entre les rues Timbaud et Oberkampf;75011;2.379521;48.858501;;;ETUDES;2024-11;;;;;11780;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001743;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11780&portlet_id=158;Direction de l’Attractivité et de l’Emploi;250000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Non;TRAVAUX;2024-11;2025-07;2025-03;2026-07;;;"{""coordinates"": [2.3795210003050684, 48.85850100016528], ""type"": ""Point""}";48.85850100016528, 2.3795210003050684
8260;Plus de cours oasis et rafraichies / GS Simone Veil: Alesia;Jouer au frais dans les cours de récré;2024;Education et jeunesse;Direction Constructions Publiques et Architecture;;188 Rue d'Alésia;75014;2.31281;48.832507;;;PROCEDURES;2024-11;2025-10;2026-08;2026-12;;11674;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001629;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11674&portlet_id=158;Direction des Affaires Scolaires;1080000;Budget participatif d’arrondissement;2 Place Ferdinand Brunot;75014;Non;PROCEDURES;2024-11;2025-05;2026-08;2026-12;;;"{""coordinates"": [2.3128100000608973, 48.83250699984609], ""type"": ""Point""}";48.83250699984609, 2.3128100000608973
8265;02 - Jardinage et sensibilisation à l'agri urbaine au Gymnase Choisy;Un 13e encore plus végétalisé et accueillant;2024;Environnement;Direction des Espaces Verts et de l’Environnement;Subvention;4b Avenue de Choisy;75013;2.364557;48.820577;oui;;ETUDES;2024-11;;;;;11720;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001689;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11720&portlet_id=158;Direction des Espaces Verts et de l’Environnement;830000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;LIVRAISON;2024-11;;2025-06;2025-09;;;"{""coordinates"": [2.3645570003714695, 48.820577000296005], ""type"": ""Point""}";48.820577000296005, 2.3645570003714695
8291;Végétaliser les cours de récréation des écoles/ EE 16 rue Julien Lacroix;Développer des cours Oasis dans les quartiers populaires;2024;Education et jeunesse;Direction Constructions Publiques et Architecture;;16 Rue Julien Lacroix;75020;2.385609;48.869463;oui;;ETUDES;2024-11;;2026-08;2026-08;;11644;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=000595;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11644&portlet_id=158;Direction des Affaires Scolaires;1600000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Oui;TRAVAUX;2024-11;2025-03;2025-08;2025-11;;;"{""coordinates"": [2.3856089999333805, 48.86946299995523], ""type"": ""Point""}";48.86946299995523, 2.3856089999333805
